"";"cut_comuna";"comuna";"cut_region";"region";"delitos_mcs_aumento_2a";"delitos_mcs_aumento_3a";"delitos_mcs_aumento_5a";"delitos_mcs_aumento_10a"
"176";9102;"Carahue";9;"La Araucanía";0,88821752265861;1,04255319148936;0,890909090909091;0,880239520958084
"177";9103;"Cunco";9;"La Araucanía";1,10752688172043;1,13602941176471;1,01311475409836;1,1793893129771
"178";9104;"Curarrehue";9;"La Araucanía";1,39316239316239;1,73404255319149;1,63;0,970238095238095
"179";9105;"Freire";9;"La Araucanía";1,43440233236152;1,30851063829787;1,23308270676692;1,1415313225058
"180";9106;"Galvarino";9;"La Araucanía";1,17532467532468;1,23972602739726;1,15286624203822;1,37121212121212
"181";9107;"Gorbea";9;"La Araucanía";1,2834008097166;1,23346303501946;1,34322033898305;1,13620071684588
"182";9108;"Lautaro";9;"La Araucanía";1,07993474714519;1,10517529215359;1,1433506044905;1,28046421663443
"183";9109;"Loncoche";9;"La Araucanía";1,18478260869565;1,05569007263923;1,0818858560794;0,910229645093946
"184";9110;"Melipeuco";9;"La Araucanía";0,956521739130435;1,06024096385542;1,375;0,977777777777778
"185";9111;"Nueva Imperial";9;"La Araucanía";1,21112929623568;1,33574007220217;1,13323124042879;1,23539232053422
"186";9112;"Padre Las Casas";9;"La Araucanía";1,08802177858439;1,20140280561122;1,08703535811423;0,937451133698202
"187";9113;"Perquenco";9;"La Araucanía";1,05747126436782;1,33333333333333;0,893203883495146;0,989247311827957
"188";9114;"Pitrufquén";9;"La Araucanía";1,18468468468468;1,32828282828283;1,08453608247423;1,14347826086957
"189";9115;"Pucón";9;"La Araucanía";1,8877755511022;1,23947368421053;1,18939393939394;0,781742738589212
"190";9116;"Saavedra";9;"La Araucanía";1,33783783783784;1,3469387755102;1,36551724137931;1,07027027027027
"191";9117;"Teodoro Schmidt";9;"La Araucanía";1,11640211640212;1;1,3525641025641;1,29447852760736
"192";9118;"Toltén";9;"La Araucanía";0,966442953020134;1,37142857142857;1,48453608247423;1
"193";9119;"Vilcún";9;"La Araucanía";1,23569794050343;1,30434782608696;1,37055837563452;1,29807692307692
"194";9120;"Villarrica";9;"La Araucanía";1,38500851788756;1,58325219084713;1,5325164938737;1,25173210161663
"195";9121;"Cholchol";9;"La Araucanía";0,825641025641026;0,856382978723404;1,0125786163522;1,0125786163522
"196";9201;"Angol";9;"La Araucanía";0,941231343283582;0,96186844613918;0,846476510067114;0,755805243445693
"197";9202;"Collipulli";9;"La Araucanía";0,962264150943396;1,02770780856423;0,839506172839506;0,890829694323144
"198";9203;"Curacautín";9;"La Araucanía";0,972027972027972;1,2579185520362;1,20869565217391;1,48663101604278
"199";9204;"Ercilla";9;"La Araucanía";0,638418079096045;0,715189873417722;0,773972602739726;0,941666666666667
"200";9205;"Lonquimay";9;"La Araucanía";1,0126582278481;0,975609756097561;1,03225806451613;1,55339805825243
"201";9206;"Los Sauces";9;"La Araucanía";0,946153846153846;1;0,917910447761194;0,9609375
"202";9207;"Lumaco";9;"La Araucanía";1,01769911504425;1,18556701030928;0,821428571428571;0,741935483870968
"203";9208;"Purén";9;"La Araucanía";1,40666666666667;1,19886363636364;1,03940886699507;1,08205128205128
"204";9209;"Renaico";9;"La Araucanía";1,035;1,15642458100559;0,855371900826446;1
"205";9210;"Traiguén";9;"La Araucanía";1,08012820512821;1,19503546099291;0,991176470588235;1,02121212121212
"206";9211;"Victoria";9;"La Araucanía";0,96652719665272;0,95983379501385;0,927710843373494;0,828947368421053
"207";10101;"Puerto Montt";10;"Los Lagos";1,2801549568586;1,46042587384492;1,0376819868684;0,880358440300315
"208";10102;"Calbuco";10;"Los Lagos";1,20973782771536;1,34303534303534;1,11571675302245;1,45823927765237
"209";10103;"Cochamó";10;"Los Lagos";1,04347826086957;1,26315789473684;0,923076923076923;0,979591836734694
"210";10104;"Fresia";10;"Los Lagos";1,08928571428571;1,55084745762712;1,18064516129032;0,884057971014493
"211";10105;"Frutillar";10;"Los Lagos";1,34901960784314;1,25547445255474;1,35433070866142;1,2027972027972
"212";10106;"Los Muermos";10;"Los Lagos";1,38636363636364;1,53459119496855;1,46987951807229;1,5741935483871
"213";10107;"Llanquihue";10;"Los Lagos";1,07692307692308;1,15827338129496;1,14590747330961;1,30364372469636
"214";10108;"Maullín";10;"Los Lagos";1,44444444444444;1,57046979865772;1,31460674157303;1,70802919708029
"215";10109;"Puerto Varas";10;"Los Lagos";1,28137931034483;1,33094555873925;1,00978260869565;1,04264870931538
"216";10201;"Castro";10;"Los Lagos";1,4009840098401;1,47157622739018;1,19517313746065;0,807801418439716
"217";10202;"Ancud";10;"Los Lagos";1,0064308681672;1,10211267605634;0,993650793650794;0,639427987742594
"218";10203;"Chonchi";10;"Los Lagos";1,4873417721519;1,52597402597403;1,46875;1,14634146341463
"219";10204;"Curaco de Vélez";10;"Los Lagos";1,21428571428571;1,47826086956522;1,54545454545455;0,918918918918919
"220";10205;"Dalcahue";10;"Los Lagos";1,76691729323308;1,66666666666667;1,66666666666667;1,175
"221";10206;"Puqueldón";10;"Los Lagos";1,28571428571429;1,125;1,35;0,529411764705882
"222";10207;"Queilén";10;"Los Lagos";1,30357142857143;1,23728813559322;1,25862068965517;1,48979591836735
"223";10208;"Quellón";10;"Los Lagos";1,01622718052738;1,02453987730061;1,01008064516129;0,824013157894737
"224";10209;"Quemchi";10;"Los Lagos";1,46296296296296;1,71739130434783;1,88095238095238;0,887640449438202
"225";10210;"Quinchao";10;"Los Lagos";1,17073170731707;1,45454545454545;1,52380952380952;1,06666666666667
"226";10301;"Osorno";10;"Los Lagos";1,47178048019956;1,81398923904689;1,32696092212539;1,11981020166074
"227";10302;"Puerto Octay";10;"Los Lagos";1,22857142857143;1,0078125;1,13157894736842;1,35789473684211
"228";10303;"Purranque";10;"Los Lagos";1,1985559566787;1,26717557251908;1,06410256410256;0,988095238095238
"229";10304;"Puyehue";10;"Los Lagos";1,45806451612903;1,61428571428571;1,11330049261084;1,49668874172185
"230";10305;"Río Negro";10;"Los Lagos";1,20942408376963;1,32758620689655;1,2554347826087;1,17258883248731
"231";10306;"San Juan de la Costa";10;"Los Lagos";1,30434782608696;1,23287671232877;1,37404580152672;1,25
"232";10307;"San Pablo";10;"Los Lagos";1,54098360655738;1,39259259259259;1,22077922077922;1,30555555555556
"233";10401;"Chaitén";10;"Los Lagos";1,53846153846154;1,66666666666667;1,17647058823529;0,983606557377049
"234";10402;"Futaleufú";10;"Los Lagos";1,42857142857143;2,35294117647059;1,73913043478261;1,11111111111111
"235";10403;"Hualaihué";10;"Los Lagos";1,07594936708861;1,30769230769231;1,37096774193548;1,15646258503401
"236";10404;"Palena";10;"Los Lagos";1,38461538461538;1,38461538461538;1,38461538461538;0,620689655172414
"237";11101;"Coihaique";11;"Aysén del General Carlos Ibáñez del Campo";1,11221945137157;1;0,780402449693788;0,46652719665272
"238";11102;"Lago Verde";11;"Aysén del General Carlos Ibáñez del Campo";1;0,705882352941177;2;1,71428571428571
"239";11201;"Aisén";11;"Aysén del General Carlos Ibáñez del Campo";1,13636363636364;1,26262626262626;1,22850122850123;1,20192307692308
"240";11202;"Cisnes";11;"Aysén del General Carlos Ibáñez del Campo";1,02597402597403;1,16176470588235;0,9875;1,06756756756757
"241";11203;"Guaitecas";11;"Aysén del General Carlos Ibáñez del Campo";2,17647058823529;1,94736842105263;1,19354838709677;1,54166666666667
"242";11301;"Cochrane";11;"Aysén del General Carlos Ibáñez del Campo";0,895522388059702;1,27659574468085;1,81818181818182;1,53846153846154
"243";11302;"O'Higgins";11;"Aysén del General Carlos Ibáñez del Campo";1,5;1,5;2,4;1,09090909090909
"244";11303;"Tortel";11;"Aysén del General Carlos Ibáñez del Campo";2,14285714285714;3;5;1,875
"245";11401;"Chile Chico";11;"Aysén del General Carlos Ibáñez del Campo";0,893333333333333;1,03076923076923;1,36734693877551;0,705263157894737
"246";11402;"Río Ibáñez";11;"Aysén del General Carlos Ibáñez del Campo";1,33333333333333;1,14285714285714;1,53846153846154;0,869565217391304
"247";12101;"Punta Arenas";12;"Magallanes y de la Antártica Chilena";1,03419972640219;1,3125;0,922513727882855;0,676510067114094
"248";12102;"Laguna Blanca";12;"Magallanes y de la Antártica Chilena";0,5;Inf;1;0,142857142857143
"249";12103;"Río Verde";12;"Magallanes y de la Antártica Chilena";1;0,5;1;0,5
"250";12104;"San Gregorio";12;"Magallanes y de la Antártica Chilena";1,75;2,33333333333333;0,875;0,875
"251";12201;"Cabo de Hornos";12;"Magallanes y de la Antártica Chilena";1,19047619047619;1,66666666666667;1,78571428571429;1,25
"252";12301;"Porvenir";12;"Magallanes y de la Antártica Chilena";1,06666666666667;1,02564102564103;0,860215053763441;0,898876404494382
"253";12302;"Primavera";12;"Magallanes y de la Antártica Chilena";6;1,33333333333333;3;1,71428571428571
"254";12303;"Timaukel";12;"Magallanes y de la Antártica Chilena";1;1;1;1
"255";12401;"Natales";12;"Magallanes y de la Antártica Chilena";1,20075757575758;1,32635983263598;1,03257328990228;0,758373205741627
"256";12402;"Torres del Paine";12;"Magallanes y de la Antártica Chilena";4,66666666666667;2,33333333333333;1,4;2,33333333333333
"257";13101;"Santiago";13;"Metropolitana de Santiago";1,75186715974186;1,82974856104211;1,0915827045588;1,17287246953736
"258";13102;"Cerrillos";13;"Metropolitana de Santiago";1,4079012345679;1,33286582515194;0,998598949211909;1,09317484662577
"259";13103;"Cerro Navia";13;"Metropolitana de Santiago";1,46672283066554;1,47542372881356;1,25341972642189;1,48739854762922
"260";13104;"Conchalí";13;"Metropolitana de Santiago";1,31512944983819;1,0964586846543;0,966121842496285;1,14512152166256
"261";13105;"El Bosque";13;"Metropolitana de Santiago";1,17552216929278;1,12600912600913;0,87746170678337;0,924229328723711
"262";13106;"Estación Central";13;"Metropolitana de Santiago";2,08420593368237;1,83413323094644;1,32989977728285;1,52692983858079
"263";13107;"Huechuraba";13;"Metropolitana de Santiago";1,4524248004911;1,33220720720721;0,99244966442953;0,822384428223844
"264";13108;"Independencia";13;"Metropolitana de Santiago";1,30481055768412;1,21050552922591;0,934166412679061;1,23988673139159
"265";13109;"La Cisterna";13;"Metropolitana de Santiago";1,43322734499205;1,44067119456652;1,22071767095464;1,25078043704475
"266";13110;"La Florida";13;"Metropolitana de Santiago";1,36441992759869;1,2184421182266;0,915664044423878;0,783120609478579
"267";13111;"La Granja";13;"Metropolitana de Santiago";1,2511013215859;1,1497975708502;0,854649413180861;1,01792114695341
"268";13112;"La Pintana";13;"Metropolitana de Santiago";1,18342036553525;1,09745762711864;0,838963442850532;0,863538937842343
"269";13113;"La Reina";13;"Metropolitana de Santiago";1,22645429362881;1,27318475916607;0,86390243902439;0,709819639278557
"270";13114;"Las Condes";13;"Metropolitana de Santiago";1,24132231404959;1,30457440648523;0,755533199195171;0,597375049714967
"271";13115;"Lo Barnechea";13;"Metropolitana de Santiago";1,18723849372385;1,35119047619048;0,887412040656763;0,481136074607885
"272";13116;"Lo Espejo";13;"Metropolitana de Santiago";1,12630014858841;0,999121265377856;0,840976331360947;0,957070707070707
"273";13117;"Lo Prado";13;"Metropolitana de Santiago";1,51824134705332;1,51399253731343;1,32815057283142;1,4497543546226
"274";13118;"Macul";13;"Metropolitana de Santiago";1,51067961165049;1,45216985534298;1,08621291448517;1,28276999175598
"275";13119;"Maipú";13;"Metropolitana de Santiago";1,38090426875474;1,29626556016598;1,08980364796173;1,00210796443956
"276";13120;"Ñuñoa";13;"Metropolitana de Santiago";1,50154711673699;1,43033226152197;1,02950819672131;1,01753717117804
"277";13121;"Pedro Aguirre Cerda";13;"Metropolitana de Santiago";1,20929018789144;1,15503489531406;1,01223241590214;1,07467532467532
"278";13122;"Peñalolén";13;"Metropolitana de Santiago";1,22778541953232;1,23972222222222;0,953225117471166;0,953836289805514
"279";13123;"Providencia";13;"Metropolitana de Santiago";1,64071734257184;1,919189511323;0,958452380952381;0,851507139079852
"280";13124;"Pudahuel";13;"Metropolitana de Santiago";1,3247225025227;1,35788167149359;1,0507443572915;1,19107240065324
"281";13125;"Quilicura";13;"Metropolitana de Santiago";1,22850804215197;1,07393939393939;0,917944467467882;0,966615753873009
"282";13126;"Quinta Normal";13;"Metropolitana de Santiago";1,62089356110381;1,53277415346381;1,2078335373317;1,5015216068168
"283";13127;"Recoleta";13;"Metropolitana de Santiago";1,34402332361516;1,29157494496698;0,987605202754399;1,06783587028458
"284";13128;"Renca";13;"Metropolitana de Santiago";1,32113084450888;1,15348101265823;0,988072648414204;1,04922279792746
"285";13129;"San Joaquín";13;"Metropolitana de Santiago";1,44226457399103;1,50909090909091;1,14508233199822;1,43582589285714
"286";13130;"San Miguel";13;"Metropolitana de Santiago";1,55091103965702;1,43646591661152;1,22974504249292;1,36509433962264
"287";13131;"San Ramón";13;"Metropolitana de Santiago";1,24198617221873;1,2789644012945;1,00764915859255;1,00050632911392
"288";13132;"Vitacura";13;"Metropolitana de Santiago";1,03630862329803;0,994916485112564;0,684315684315684;0,48806555040969
"289";13201;"Puente Alto";13;"Metropolitana de Santiago";1,2092164926711;1,20325288562434;0,901068678296401;0,869634460791749
"290";13202;"Pirque";13;"Metropolitana de Santiago";1,09539473684211;0,979411764705882;0,828358208955224;0,798561151079137
"291";13203;"San José de Maipo";13;"Metropolitana de Santiago";1,23154362416107;1,29681978798587;0,976063829787234;1,07309941520468
"292";13301;"Colina";13;"Metropolitana de Santiago";1,2110712863401;1,21058917197452;1,03611584327087;1,21591363454618
"293";13302;"Lampa";13;"Metropolitana de Santiago";1,31535066208926;1,25679475164011;1,10689228229468;1,31341821743389
"294";13303;"Tiltil";13;"Metropolitana de Santiago";1,5;1,39249146757679;1,16239316239316;1,51672862453532
"295";13401;"San Bernardo";13;"Metropolitana de Santiago";1,13018534863195;1,09180048316044;0,82533032549146;0,851019051838724
"296";13402;"Buin";13;"Metropolitana de Santiago";1,38004895960832;1,4963503649635;1,05030274802049;1,33669235328986
"297";13403;"Calera de Tango";13;"Metropolitana de Santiago";1,11675126903553;1,22562674094708;0,807339449541284;0,805860805860806
"298";13404;"Paine";13;"Metropolitana de Santiago";1,19397697077059;1,3074684772066;1,02979373567609;1,0784
"299";13501;"Melipilla";13;"Metropolitana de Santiago";1,09348230912477;1,0918557084418;0,895394937480939;1,01697263595428
"300";13502;"Alhué";13;"Metropolitana de Santiago";1,16470588235294;1,45588235294118;1,01020408163265;1,52307692307692
"301";13503;"Curacaví";13;"Metropolitana de Santiago";1,27226890756303;1,46990291262136;0,996052631578947;1,34458259325044
"302";13504;"María Pinto";13;"Metropolitana de Santiago";1,25433526011561;1,44666666666667;1,04326923076923;1,22598870056497
"303";13505;"San Pedro";13;"Metropolitana de Santiago";0,916666666666667;0,959302325581395;0,804878048780488;1,25954198473282
"304";13601;"Talagante";13;"Metropolitana de Santiago";1,08545034642032;1,32518796992481;1,07142857142857;0,867158671586716
"305";13602;"El Monte";13;"Metropolitana de Santiago";0,934250764525994;1,37612612612613;1,18181818181818;1,14205607476636
"306";13603;"Isla de Maipo";13;"Metropolitana de Santiago";1,364;1,77142857142857;1,33988212180747;1,15397631133672
"307";13604;"Padre Hurtado";13;"Metropolitana de Santiago";1,06326219512195;1,41337386018237;1,10015772870662;1,40625
"308";13605;"Peñaflor";13;"Metropolitana de Santiago";1,06540084388186;1,11643330876934;0,840732519422864;0,872193436960276
"309";14101;"Valdivia";14;"Los Ríos";1,30480984340045;1,45858080650203;1,09556233857713;0,988140618382041
"310";14102;"Corral";14;"Los Ríos";1,04819277108434;0,945652173913043;1,33846153846154;1,04819277108434
"311";14103;"Lanco";14;"Los Ríos";1,12690355329949;0,925;0,773519163763066;0,735099337748344
"312";14104;"Los Lagos";14;"Los Ríos";1,32857142857143;1,20779220779221;1,15527950310559;1,16614420062696
"313";14105;"Máfil";14;"Los Ríos";0,924812030075188;1,19417475728155;1,12844036697248;1,11818181818182
"314";14106;"Mariquina";14;"Los Ríos";1,50872093023256;1,33762886597938;1,25970873786408;1,4027027027027
"315";14107;"Paillaco";14;"Los Ríos";1,36964980544747;1,38582677165354;1,21799307958478;0,748936170212766
"316";14108;"Panguipulli";14;"Los Ríos";1,20220588235294;1,07213114754098;1,0464;0,870838881491345
"317";14201;"La Unión";14;"Los Ríos";1,55142231947484;1,40118577075099;1,15660685154976;1,12361331220285
"318";14202;"Futrono";14;"Los Ríos";1,00442477876106;1,05581395348837;1,08095238095238;0,97008547008547
"319";14203;"Lago Ranco";14;"Los Ríos";1,02027027027027;1,05594405594406;1,52525252525253;0,843575418994413
"320";14204;"Río Bueno";14;"Los Ríos";1,24146981627297;1,20663265306122;1,07256235827664;0,722137404580153
"321";15101;"Arica";15;"Arica y Parinacota";1,53980288097043;1,85564184559159;1,53485735877574;1,40846047156727
"322";15102;"Camarones";15;"Arica y Parinacota";0,75;1;0,714285714285714;0,625
"323";15201;"Putre";15;"Arica y Parinacota";1,35714285714286;1,9;1,52;1,40740740740741
"324";15202;"General Lagos";15;"Arica y Parinacota";1,33333333333333;0,571428571428571;0,5;0,571428571428571
"325";16101;"Chillán";16;"Ñuble";1,49460376194881;1,79252958579882;1,1496679316888;0,990598814633149
"326";16102;"Bulnes";16;"Ñuble";1,1219512195122;1,32851985559567;1,45454545454545;1,01939058171745
"327";16103;"Chillán Viejo";16;"Ñuble";1,24893617021277;1,54881266490765;1,30444444444444;1,14424951267057
"328";16104;"El Carmen";16;"Ñuble";0,910994764397906;1,10126582278481;0,887755102040816;0,878787878787879
"329";16105;"Pemuco";16;"Ñuble";1,06716417910448;1,28828828828829;1,09160305343511;1,05147058823529
"330";16106;"Pinto";16;"Ñuble";0,947712418300654;1,28318584070796;0,986394557823129;0,911949685534591
"331";16107;"Quillón";16;"Ñuble";1,33676975945017;1,34602076124567;1,2508038585209;1,02910052910053
"332";16108;"San Ignacio";16;"Ñuble";1,23979591836735;1,58823529411765;1,86923076923077;1,2029702970297
"333";16109;"Yungay";16;"Ñuble";1,28151260504202;1,54822335025381;1,00328947368421;1,03741496598639
"334";16201;"Quirihue";16;"Ñuble";1,42016806722689;1,33070866141732;1,15753424657534;0,880208333333333
"335";16202;"Cobquecura";16;"Ñuble";0,929824561403509;1,03921568627451;1,06;0,670886075949367
"336";16203;"Coelemu";16;"Ñuble";1,25555555555556;1,18947368421053;1,32163742690058;1,18947368421053
"337";16204;"Ninhue";16;"Ñuble";1,68085106382979;2,19444444444444;1,64583333333333;1,64583333333333
"338";16205;"Portezuelo";16;"Ñuble";1,65625;1,76666666666667;1,76666666666667;1,39473684210526
"339";16206;"Ranquil";16;"Ñuble";1,8125;1,50649350649351;1,65714285714286;1,73134328358209
"340";16207;"Treguaco";16;"Ñuble";1,5;1,5;1,97727272727273;1,97727272727273
"341";16301;"San Carlos";16;"Ñuble";1,19545454545455;1,08230452674897;0,907679033649698;0,767883211678832
"342";16302;"Coihueco";16;"Ñuble";1,34944237918216;1,50622406639004;1,36466165413534;1,30575539568345
"343";16303;"Ñiquén";16;"Ñuble";1,02325581395349;0,949640287769784;0,970588235294118;0,868421052631579
"344";16304;"San Fabián";16;"Ñuble";1,09090909090909;1;1,23076923076923;1,17073170731707
"345";16305;"San Nicolás";16;"Ñuble";1,40157480314961;1,48333333333333;1;1,2108843537415
