cut_comuna;comuna;cut_region;region;opciones;votos
1107;Alto Hospicio;1;Tarapacá;A FAVOR;24231
1107;Alto Hospicio;1;Tarapacá;EN CONTRA;28564
1107;Alto Hospicio;1;Tarapacá;VOTOS EN BLANCO;NA
1107;Alto Hospicio;1;Tarapacá;VOTOS NULOS;2594
1402;Camiña;1;Tarapacá;A FAVOR;890
1402;Camiña;1;Tarapacá;EN CONTRA;417
1402;Camiña;1;Tarapacá;VOTOS EN BLANCO;10
1402;Camiña;1;Tarapacá;VOTOS NULOS;37
1403;Colchane;1;Tarapacá;A FAVOR;792
1403;Colchane;1;Tarapacá;EN CONTRA;166
1403;Colchane;1;Tarapacá;VOTOS EN BLANCO;1
1403;Colchane;1;Tarapacá;VOTOS NULOS;7
1404;Huara;1;Tarapacá;A FAVOR;1366
1404;Huara;1;Tarapacá;EN CONTRA;1060
1404;Huara;1;Tarapacá;VOTOS EN BLANCO;20
1404;Huara;1;Tarapacá;VOTOS NULOS;117
1101;Iquique;1;Tarapacá;A FAVOR;56856
1101;Iquique;1;Tarapacá;EN CONTRA;66216
1101;Iquique;1;Tarapacá;VOTOS EN BLANCO;NA
1101;Iquique;1;Tarapacá;VOTOS NULOS;4648
1405;Pica;1;Tarapacá;A FAVOR;2127
1405;Pica;1;Tarapacá;EN CONTRA;2220
1405;Pica;1;Tarapacá;VOTOS EN BLANCO;66
1405;Pica;1;Tarapacá;VOTOS NULOS;140
1401;Pozo Almonte;1;Tarapacá;A FAVOR;4104
1401;Pozo Almonte;1;Tarapacá;EN CONTRA;4712
1401;Pozo Almonte;1;Tarapacá;VOTOS EN BLANCO;NA
1401;Pozo Almonte;1;Tarapacá;VOTOS NULOS;353
2101;Antofagasta;2;Antofagasta;A FAVOR;93648
2101;Antofagasta;2;Antofagasta;EN CONTRA;138986
2101;Antofagasta;2;Antofagasta;VOTOS EN BLANCO;NA
2101;Antofagasta;2;Antofagasta;VOTOS NULOS;9972
2201;Calama;2;Antofagasta;A FAVOR;44658
2201;Calama;2;Antofagasta;EN CONTRA;54405
2201;Calama;2;Antofagasta;VOTOS EN BLANCO;NA
2201;Calama;2;Antofagasta;VOTOS NULOS;4495
2302;María Elena;2;Antofagasta;A FAVOR;990
2302;María Elena;2;Antofagasta;EN CONTRA;2084
2302;María Elena;2;Antofagasta;VOTOS EN BLANCO;39
2302;María Elena;2;Antofagasta;VOTOS NULOS;162
2102;Mejillones;2;Antofagasta;A FAVOR;2874
2102;Mejillones;2;Antofagasta;EN CONTRA;5245
2102;Mejillones;2;Antofagasta;VOTOS EN BLANCO;120
2102;Mejillones;2;Antofagasta;VOTOS NULOS;348
2202;Ollagüe;2;Antofagasta;A FAVOR;364
2202;Ollagüe;2;Antofagasta;EN CONTRA;435
2202;Ollagüe;2;Antofagasta;VOTOS EN BLANCO;14
2202;Ollagüe;2;Antofagasta;VOTOS NULOS;17
2203;San Pedro de Atacama;2;Antofagasta;A FAVOR;1811
2203;San Pedro de Atacama;2;Antofagasta;EN CONTRA;3910
2203;San Pedro de Atacama;2;Antofagasta;VOTOS EN BLANCO;100
2203;San Pedro de Atacama;2;Antofagasta;VOTOS NULOS;249
2103;Sierra Gorda;2;Antofagasta;A FAVOR;408
2103;Sierra Gorda;2;Antofagasta;EN CONTRA;690
2103;Sierra Gorda;2;Antofagasta;VOTOS EN BLANCO;7
2103;Sierra Gorda;2;Antofagasta;VOTOS NULOS;37
2104;Taltal;2;Antofagasta;A FAVOR;2582
2104;Taltal;2;Antofagasta;EN CONTRA;4921
2104;Taltal;2;Antofagasta;VOTOS EN BLANCO;145
2104;Taltal;2;Antofagasta;VOTOS NULOS;363
2301;Tocopilla;2;Antofagasta;A FAVOR;5255
2301;Tocopilla;2;Antofagasta;EN CONTRA;10722
2301;Tocopilla;2;Antofagasta;VOTOS EN BLANCO;NA
2301;Tocopilla;2;Antofagasta;VOTOS NULOS;842
3302;Alto del Carmen;3;Atacama;A FAVOR;1510
3302;Alto del Carmen;3;Atacama;EN CONTRA;2245
3302;Alto del Carmen;3;Atacama;VOTOS EN BLANCO;94
3302;Alto del Carmen;3;Atacama;VOTOS NULOS;221
3102;Caldera;3;Atacama;A FAVOR;4658
3102;Caldera;3;Atacama;EN CONTRA;8055
3102;Caldera;3;Atacama;VOTOS EN BLANCO;NA
3102;Caldera;3;Atacama;VOTOS NULOS;547
3201;Chañaral;3;Atacama;A FAVOR;2808
3201;Chañaral;3;Atacama;EN CONTRA;5797
3201;Chañaral;3;Atacama;VOTOS EN BLANCO;127
3201;Chañaral;3;Atacama;VOTOS NULOS;367
3101;Copiapó;3;Atacama;A FAVOR;41809
3101;Copiapó;3;Atacama;EN CONTRA;60415
3101;Copiapó;3;Atacama;VOTOS EN BLANCO;NA
3101;Copiapó;3;Atacama;VOTOS NULOS;3975
3202;Diego de Almagro;3;Atacama;A FAVOR;2408
3202;Diego de Almagro;3;Atacama;EN CONTRA;5360
3202;Diego de Almagro;3;Atacama;VOTOS EN BLANCO;124
3202;Diego de Almagro;3;Atacama;VOTOS NULOS;384
3303;Freirina;3;Atacama;A FAVOR;1531
3303;Freirina;3;Atacama;EN CONTRA;3383
3303;Freirina;3;Atacama;VOTOS EN BLANCO;86
3303;Freirina;3;Atacama;VOTOS NULOS;224
3304;Huasco;3;Atacama;A FAVOR;2207
3304;Huasco;3;Atacama;EN CONTRA;4522
3304;Huasco;3;Atacama;VOTOS EN BLANCO;87
3304;Huasco;3;Atacama;VOTOS NULOS;331
3103;Tierra Amarilla;3;Atacama;A FAVOR;3723
3103;Tierra Amarilla;3;Atacama;EN CONTRA;5929
3103;Tierra Amarilla;3;Atacama;VOTOS EN BLANCO;197
3103;Tierra Amarilla;3;Atacama;VOTOS NULOS;542
3301;Vallenar;3;Atacama;A FAVOR;13842
3301;Vallenar;3;Atacama;EN CONTRA;22812
3301;Vallenar;3;Atacama;VOTOS EN BLANCO;635
3301;Vallenar;3;Atacama;VOTOS NULOS;1801
4103;Andacollo;4;Coquimbo;A FAVOR;2984
4103;Andacollo;4;Coquimbo;EN CONTRA;6262
4103;Andacollo;4;Coquimbo;VOTOS EN BLANCO;190
4103;Andacollo;4;Coquimbo;VOTOS NULOS;444
4202;Canela;4;Coquimbo;A FAVOR;2784
4202;Canela;4;Coquimbo;EN CONTRA;4440
4202;Canela;4;Coquimbo;VOTOS EN BLANCO;206
4202;Canela;4;Coquimbo;VOTOS NULOS;304
4302;Combarbalá;4;Coquimbo;A FAVOR;3187
4302;Combarbalá;4;Coquimbo;EN CONTRA;6065
4302;Combarbalá;4;Coquimbo;VOTOS EN BLANCO;256
4302;Combarbalá;4;Coquimbo;VOTOS NULOS;504
4102;Coquimbo;4;Coquimbo;A FAVOR;60623
4102;Coquimbo;4;Coquimbo;EN CONTRA;90162
4102;Coquimbo;4;Coquimbo;VOTOS EN BLANCO;NA
4102;Coquimbo;4;Coquimbo;VOTOS NULOS;7217
4201;Illapel;4;Coquimbo;A FAVOR;7553
4201;Illapel;4;Coquimbo;EN CONTRA;14834
4201;Illapel;4;Coquimbo;VOTOS EN BLANCO;462
4201;Illapel;4;Coquimbo;VOTOS NULOS;1067
4104;La Higuera;4;Coquimbo;A FAVOR;1515
4104;La Higuera;4;Coquimbo;EN CONTRA;2050
4104;La Higuera;4;Coquimbo;VOTOS EN BLANCO;95
4104;La Higuera;4;Coquimbo;VOTOS NULOS;219
4101;La Serena;4;Coquimbo;A FAVOR;64682
4101;La Serena;4;Coquimbo;EN CONTRA;93187
4101;La Serena;4;Coquimbo;VOTOS EN BLANCO;NA
4101;La Serena;4;Coquimbo;VOTOS NULOS;6457
4203;Los Vilos;4;Coquimbo;A FAVOR;5437
4203;Los Vilos;4;Coquimbo;EN CONTRA;9876
4203;Los Vilos;4;Coquimbo;VOTOS EN BLANCO;296
4203;Los Vilos;4;Coquimbo;VOTOS NULOS;720
4303;Monte Patria;4;Coquimbo;A FAVOR;8778
4303;Monte Patria;4;Coquimbo;EN CONTRA;13230
4303;Monte Patria;4;Coquimbo;VOTOS EN BLANCO;525
4303;Monte Patria;4;Coquimbo;VOTOS NULOS;1043
4301;Ovalle;4;Coquimbo;A FAVOR;32294
4301;Ovalle;4;Coquimbo;EN CONTRA;44772
4301;Ovalle;4;Coquimbo;VOTOS EN BLANCO;1423
4301;Ovalle;4;Coquimbo;VOTOS NULOS;3469
4105;Paiguano;4;Coquimbo;A FAVOR;1851
4105;Paiguano;4;Coquimbo;EN CONTRA;2296
4105;Paiguano;4;Coquimbo;VOTOS EN BLANCO;87
4105;Paiguano;4;Coquimbo;VOTOS NULOS;170
4304;Punitaqui;4;Coquimbo;A FAVOR;3555
4304;Punitaqui;4;Coquimbo;EN CONTRA;5182
4304;Punitaqui;4;Coquimbo;VOTOS EN BLANCO;NA
4304;Punitaqui;4;Coquimbo;VOTOS NULOS;455
4305;Río Hurtado;4;Coquimbo;A FAVOR;1766
4305;Río Hurtado;4;Coquimbo;EN CONTRA;1896
4305;Río Hurtado;4;Coquimbo;VOTOS EN BLANCO;85
4305;Río Hurtado;4;Coquimbo;VOTOS NULOS;200
4204;Salamanca;4;Coquimbo;A FAVOR;7442
4204;Salamanca;4;Coquimbo;EN CONTRA;11925
4204;Salamanca;4;Coquimbo;VOTOS EN BLANCO;437
4204;Salamanca;4;Coquimbo;VOTOS NULOS;939
4106;Vicuña;4;Coquimbo;A FAVOR;8016
4106;Vicuña;4;Coquimbo;EN CONTRA;11872
4106;Vicuña;4;Coquimbo;VOTOS EN BLANCO;389
4106;Vicuña;4;Coquimbo;VOTOS NULOS;1038
5402;Cabildo;5;Valparaíso;A FAVOR;5475
5402;Cabildo;5;Valparaíso;EN CONTRA;9659
5402;Cabildo;5;Valparaíso;VOTOS EN BLANCO;274
5402;Cabildo;5;Valparaíso;VOTOS NULOS;639
5502;Calera;5;Valparaíso;A FAVOR;13770
5502;Calera;5;Valparaíso;EN CONTRA;23379
5502;Calera;5;Valparaíso;VOTOS EN BLANCO;517
5502;Calera;5;Valparaíso;VOTOS NULOS;1570
5302;Calle Larga;5;Valparaíso;A FAVOR;4120
5302;Calle Larga;5;Valparaíso;EN CONTRA;6490
5302;Calle Larga;5;Valparaíso;VOTOS EN BLANCO;115
5302;Calle Larga;5;Valparaíso;VOTOS NULOS;347
5702;Catemu;5;Valparaíso;A FAVOR;4453
5702;Catemu;5;Valparaíso;EN CONTRA;6133
5702;Catemu;5;Valparaíso;VOTOS EN BLANCO;207
5702;Catemu;5;Valparaíso;VOTOS NULOS;423
5503;Hijuelas;5;Valparaíso;A FAVOR;6444
5503;Hijuelas;5;Valparaíso;EN CONTRA;7553
5503;Hijuelas;5;Valparaíso;VOTOS EN BLANCO;213
5503;Hijuelas;5;Valparaíso;VOTOS NULOS;695
5504;La Cruz;5;Valparaíso;A FAVOR;7095
5504;La Cruz;5;Valparaíso;EN CONTRA;8386
5504;La Cruz;5;Valparaíso;VOTOS EN BLANCO;167
5504;La Cruz;5;Valparaíso;VOTOS NULOS;631
5401;La Ligua;5;Valparaíso;A FAVOR;11023
5401;La Ligua;5;Valparaíso;EN CONTRA;16387
5401;La Ligua;5;Valparaíso;VOTOS EN BLANCO;475
5401;La Ligua;5;Valparaíso;VOTOS NULOS;1105
5802;Limache;5;Valparaíso;A FAVOR;15790
5802;Limache;5;Valparaíso;EN CONTRA;19694
5802;Limache;5;Valparaíso;VOTOS EN BLANCO;559
5802;Limache;5;Valparaíso;VOTOS NULOS;1452
NA;NA;NA;NA;A FAVOR;7019
NA;NA;NA;NA;EN CONTRA;11512
NA;NA;NA;NA;VOTOS EN BLANCO;NA
NA;NA;NA;NA;VOTOS NULOS;690
5301;Los Andes;5;Valparaíso;A FAVOR;18467
5301;Los Andes;5;Valparaíso;EN CONTRA;28167
5301;Los Andes;5;Valparaíso;VOTOS EN BLANCO;NA
5301;Los Andes;5;Valparaíso;VOTOS NULOS;1691
5506;Nogales;5;Valparaíso;A FAVOR;5837
5506;Nogales;5;Valparaíso;EN CONTRA;10849
5506;Nogales;5;Valparaíso;VOTOS EN BLANCO;272
5506;Nogales;5;Valparaíso;VOTOS NULOS;803
5803;Olmué;5;Valparaíso;A FAVOR;7067
5803;Olmué;5;Valparaíso;EN CONTRA;7663
5803;Olmué;5;Valparaíso;VOTOS EN BLANCO;229
5803;Olmué;5;Valparaíso;VOTOS NULOS;675
5704;Panquehue;5;Valparaíso;A FAVOR;2556
5704;Panquehue;5;Valparaíso;EN CONTRA;3422
5704;Panquehue;5;Valparaíso;VOTOS EN BLANCO;NA
5704;Panquehue;5;Valparaíso;VOTOS NULOS;211
5403;Papudo;5;Valparaíso;A FAVOR;2650
5403;Papudo;5;Valparaíso;EN CONTRA;3281
5403;Papudo;5;Valparaíso;VOTOS EN BLANCO;51
5403;Papudo;5;Valparaíso;VOTOS NULOS;152
5404;Petorca;5;Valparaíso;A FAVOR;2404
5404;Petorca;5;Valparaíso;EN CONTRA;5168
5404;Petorca;5;Valparaíso;VOTOS EN BLANCO;143
5404;Petorca;5;Valparaíso;VOTOS NULOS;383
5105;Puchuncaví;5;Valparaíso;A FAVOR;6622
5105;Puchuncaví;5;Valparaíso;EN CONTRA;9700
5105;Puchuncaví;5;Valparaíso;VOTOS EN BLANCO;214
5105;Puchuncaví;5;Valparaíso;VOTOS NULOS;693
5705;Putaendo;5;Valparaíso;A FAVOR;4701
5705;Putaendo;5;Valparaíso;EN CONTRA;7531
5705;Putaendo;5;Valparaíso;VOTOS EN BLANCO;205
5705;Putaendo;5;Valparaíso;VOTOS NULOS;578
5501;Quillota;5;Valparaíso;A FAVOR;28418
5501;Quillota;5;Valparaíso;EN CONTRA;35504
5501;Quillota;5;Valparaíso;VOTOS EN BLANCO;900
5501;Quillota;5;Valparaíso;VOTOS NULOS;2821
5801;Quilpué;5;Valparaíso;A FAVOR;47112
5801;Quilpué;5;Valparaíso;EN CONTRA;67358
5801;Quilpué;5;Valparaíso;VOTOS EN BLANCO;1291
5801;Quilpué;5;Valparaíso;VOTOS NULOS;4783
5107;Quintero;5;Valparaíso;A FAVOR;8771
5107;Quintero;5;Valparaíso;EN CONTRA;13527
5107;Quintero;5;Valparaíso;VOTOS EN BLANCO;340
5107;Quintero;5;Valparaíso;VOTOS NULOS;1026
5303;Rinconada;5;Valparaíso;A FAVOR;3848
5303;Rinconada;5;Valparaíso;EN CONTRA;5062
5303;Rinconada;5;Valparaíso;VOTOS EN BLANCO;131
5303;Rinconada;5;Valparaíso;VOTOS NULOS;210
5304;San Esteban;5;Valparaíso;A FAVOR;5694
5304;San Esteban;5;Valparaíso;EN CONTRA;8259
5304;San Esteban;5;Valparaíso;VOTOS EN BLANCO;183
5304;San Esteban;5;Valparaíso;VOTOS NULOS;555
5701;San Felipe;5;Valparaíso;A FAVOR;20823
5701;San Felipe;5;Valparaíso;EN CONTRA;29999
5701;San Felipe;5;Valparaíso;VOTOS EN BLANCO;700
5701;San Felipe;5;Valparaíso;VOTOS NULOS;2042
5706;Santa María;5;Valparaíso;A FAVOR;4806
5706;Santa María;5;Valparaíso;EN CONTRA;6175
5706;Santa María;5;Valparaíso;VOTOS EN BLANCO;171
5706;Santa María;5;Valparaíso;VOTOS NULOS;474
5804;Villa Alemana;5;Valparaíso;A FAVOR;37993
5804;Villa Alemana;5;Valparaíso;EN CONTRA;51590
5804;Villa Alemana;5;Valparaíso;VOTOS EN BLANCO;NA
5804;Villa Alemana;5;Valparaíso;VOTOS NULOS;3834
5405;Zapallar;5;Valparaíso;A FAVOR;4676
5405;Zapallar;5;Valparaíso;EN CONTRA;3786
5405;Zapallar;5;Valparaíso;VOTOS EN BLANCO;98
5405;Zapallar;5;Valparaíso;VOTOS NULOS;257
5602;Algarrobo;5;Valparaíso;A FAVOR;6766
5602;Algarrobo;5;Valparaíso;EN CONTRA;7264
5602;Algarrobo;5;Valparaíso;VOTOS EN BLANCO;NA
5602;Algarrobo;5;Valparaíso;VOTOS NULOS;505
5603;Cartagena;5;Valparaíso;A FAVOR;7284
5603;Cartagena;5;Valparaíso;EN CONTRA;10155
5603;Cartagena;5;Valparaíso;VOTOS EN BLANCO;NA
5603;Cartagena;5;Valparaíso;VOTOS NULOS;717
5102;Casablanca;5;Valparaíso;A FAVOR;9484
5102;Casablanca;5;Valparaíso;EN CONTRA;10942
5102;Casablanca;5;Valparaíso;VOTOS EN BLANCO;298
5102;Casablanca;5;Valparaíso;VOTOS NULOS;877
5103;Concón;5;Valparaíso;A FAVOR;19872
5103;Concón;5;Valparaíso;EN CONTRA;18197
5103;Concón;5;Valparaíso;VOTOS EN BLANCO;NA
5103;Concón;5;Valparaíso;VOTOS NULOS;1186
5604;El Quisco;5;Valparaíso;A FAVOR;5826
5604;El Quisco;5;Valparaíso;EN CONTRA;8350
5604;El Quisco;5;Valparaíso;VOTOS EN BLANCO;154
5604;El Quisco;5;Valparaíso;VOTOS NULOS;544
5605;El Tabo;5;Valparaíso;A FAVOR;5300
5605;El Tabo;5;Valparaíso;EN CONTRA;7947
5605;El Tabo;5;Valparaíso;VOTOS EN BLANCO;146
5605;El Tabo;5;Valparaíso;VOTOS NULOS;527
5201;Isla de Pascua;5;Valparaíso;A FAVOR;NA
5201;Isla de Pascua;5;Valparaíso;EN CONTRA;NA
5201;Isla de Pascua;5;Valparaíso;VOTOS EN BLANCO;NA
5201;Isla de Pascua;5;Valparaíso;VOTOS NULOS;NA
5104;Juan Fernández;5;Valparaíso;A FAVOR;155
5104;Juan Fernández;5;Valparaíso;EN CONTRA;324
5104;Juan Fernández;5;Valparaíso;VOTOS EN BLANCO;4
5104;Juan Fernández;5;Valparaíso;VOTOS NULOS;25
5601;San Antonio;5;Valparaíso;A FAVOR;22134
5601;San Antonio;5;Valparaíso;EN CONTRA;44696
5601;San Antonio;5;Valparaíso;VOTOS EN BLANCO;NA
5601;San Antonio;5;Valparaíso;VOTOS NULOS;2794
5606;Santo Domingo;5;Valparaíso;A FAVOR;6307
5606;Santo Domingo;5;Valparaíso;EN CONTRA;5125
5606;Santo Domingo;5;Valparaíso;VOTOS EN BLANCO;NA
5606;Santo Domingo;5;Valparaíso;VOTOS NULOS;382
5101;Valparaíso;5;Valparaíso;A FAVOR;74393
5101;Valparaíso;5;Valparaíso;EN CONTRA;135505
5101;Valparaíso;5;Valparaíso;VOTOS EN BLANCO;NA
5101;Valparaíso;5;Valparaíso;VOTOS NULOS;NA
5109;Viña del Mar;5;Valparaíso;A FAVOR;102759
5109;Viña del Mar;5;Valparaíso;EN CONTRA;136251
5109;Viña del Mar;5;Valparaíso;VOTOS EN BLANCO;NA
5109;Viña del Mar;5;Valparaíso;VOTOS NULOS;8279
6102;Codegua;6;Libertador Gral. Bernardo O'Higgins;A FAVOR;4404
6102;Codegua;6;Libertador Gral. Bernardo O'Higgins;EN CONTRA;6012
6102;Codegua;6;Libertador Gral. Bernardo O'Higgins;VOTOS EN BLANCO;164
6102;Codegua;6;Libertador Gral. Bernardo O'Higgins;VOTOS NULOS;473
6103;Coinco;6;Libertador Gral. Bernardo O'Higgins;A FAVOR;3058
6103;Coinco;6;Libertador Gral. Bernardo O'Higgins;EN CONTRA;3448
6103;Coinco;6;Libertador Gral. Bernardo O'Higgins;VOTOS EN BLANCO;121
6103;Coinco;6;Libertador Gral. Bernardo O'Higgins;VOTOS NULOS;309
6104;Coltauco;6;Libertador Gral. Bernardo O'Higgins;A FAVOR;6639
6104;Coltauco;6;Libertador Gral. Bernardo O'Higgins;EN CONTRA;8362
6104;Coltauco;6;Libertador Gral. Bernardo O'Higgins;VOTOS EN BLANCO;262
6104;Coltauco;6;Libertador Gral. Bernardo O'Higgins;VOTOS NULOS;697
6105;Doñihue;6;Libertador Gral. Bernardo O'Higgins;A FAVOR;6871
6105;Doñihue;6;Libertador Gral. Bernardo O'Higgins;EN CONTRA;9728
6105;Doñihue;6;Libertador Gral. Bernardo O'Higgins;VOTOS EN BLANCO;240
6105;Doñihue;6;Libertador Gral. Bernardo O'Higgins;VOTOS NULOS;750
6106;Graneros;6;Libertador Gral. Bernardo O'Higgins;A FAVOR;9652
6106;Graneros;6;Libertador Gral. Bernardo O'Higgins;EN CONTRA;14656
6106;Graneros;6;Libertador Gral. Bernardo O'Higgins;VOTOS EN BLANCO;393
6106;Graneros;6;Libertador Gral. Bernardo O'Higgins;VOTOS NULOS;926
6108;Machalí;6;Libertador Gral. Bernardo O'Higgins;A FAVOR;16300
6108;Machalí;6;Libertador Gral. Bernardo O'Higgins;EN CONTRA;20059
6108;Machalí;6;Libertador Gral. Bernardo O'Higgins;VOTOS EN BLANCO;408
6108;Machalí;6;Libertador Gral. Bernardo O'Higgins;VOTOS NULOS;1285
6109;Malloa;6;Libertador Gral. Bernardo O'Higgins;A FAVOR;5521
6109;Malloa;6;Libertador Gral. Bernardo O'Higgins;EN CONTRA;5577
6109;Malloa;6;Libertador Gral. Bernardo O'Higgins;VOTOS EN BLANCO;197
6109;Malloa;6;Libertador Gral. Bernardo O'Higgins;VOTOS NULOS;478
6110;Mostazal;6;Libertador Gral. Bernardo O'Higgins;A FAVOR;7753
6110;Mostazal;6;Libertador Gral. Bernardo O'Higgins;EN CONTRA;11778
6110;Mostazal;6;Libertador Gral. Bernardo O'Higgins;VOTOS EN BLANCO;271
6110;Mostazal;6;Libertador Gral. Bernardo O'Higgins;VOTOS NULOS;863
6111;Olivar;6;Libertador Gral. Bernardo O'Higgins;A FAVOR;5340
6111;Olivar;6;Libertador Gral. Bernardo O'Higgins;EN CONTRA;5942
6111;Olivar;6;Libertador Gral. Bernardo O'Higgins;VOTOS EN BLANCO;NA
6111;Olivar;6;Libertador Gral. Bernardo O'Higgins;VOTOS NULOS;492
6114;Quinta de Tilcoco;6;Libertador Gral. Bernardo O'Higgins;A FAVOR;4847
6114;Quinta de Tilcoco;6;Libertador Gral. Bernardo O'Higgins;EN CONTRA;5966
6114;Quinta de Tilcoco;6;Libertador Gral. Bernardo O'Higgins;VOTOS EN BLANCO;223
6114;Quinta de Tilcoco;6;Libertador Gral. Bernardo O'Higgins;VOTOS NULOS;488
6101;Rancagua;6;Libertador Gral. Bernardo O'Higgins;A FAVOR;69048
6101;Rancagua;6;Libertador Gral. Bernardo O'Higgins;EN CONTRA;99546
6101;Rancagua;6;Libertador Gral. Bernardo O'Higgins;VOTOS EN BLANCO;NA
6101;Rancagua;6;Libertador Gral. Bernardo O'Higgins;VOTOS NULOS;6801
6115;Rengo;6;Libertador Gral. Bernardo O'Higgins;A FAVOR;18460
6115;Rengo;6;Libertador Gral. Bernardo O'Higgins;EN CONTRA;25310
6115;Rengo;6;Libertador Gral. Bernardo O'Higgins;VOTOS EN BLANCO;667
6115;Rengo;6;Libertador Gral. Bernardo O'Higgins;VOTOS NULOS;1841
6116;Requínoa;6;Libertador Gral. Bernardo O'Higgins;A FAVOR;10562
6116;Requínoa;6;Libertador Gral. Bernardo O'Higgins;EN CONTRA;10739
6116;Requínoa;6;Libertador Gral. Bernardo O'Higgins;VOTOS EN BLANCO;309
6116;Requínoa;6;Libertador Gral. Bernardo O'Higgins;VOTOS NULOS;785
6302;Chépica;6;Libertador Gral. Bernardo O'Higgins;A FAVOR;6911
